TimeStamp,User,Message 
"['15/01/17, 22:27']",['- Jagannath'],"["": she'll kick our ass""]"
"['15/01/17, 22:27']",['- Fruit'],[': No rey']
"['15/01/17, 22:28']",['- Fruit'],[': Abstract we can submit it by evening']
"['19/01/17, 21:38']",['- Fruit'],[': ']
"['21/01/17, 21:05']",['- Fruit'],[': Broo']
"['21/01/17, 21:06']",['- Fruit'],[': Tell me a nice place']
"['21/01/17, 21:06']",['- Fruit'],[': Budget 5k']
"['21/01/17, 21:06']",['- Fruit'],[': 11 ppl']
"['21/01/17, 21:19']",['- Jagannath'],[': I is busy']
"['21/01/17, 21:20']",['- Fruit'],[': What u doing?']
"['21/01/17, 23:12']",['- Fruit'],[': Reyy']
"['21/01/17, 23:12']",['- Fruit'],[': Jagguu']
"['21/01/17, 23:13']",['- Fruit'],[': ']
"['22/01/17, 07:46']",['- Jagannath'],[': Sorry r']
"['22/01/17, 07:46']",['- Jagannath'],[': Was really busy']
"['22/01/17, 07:46']",['- Jagannath'],[': That video']
"['22/01/17, 07:46']",['- Jagannath'],"[': First, lost the videos I shot']"
"['22/01/17, 07:46']",['- Jagannath'],[': Luckily Nayan had a copy']
"['22/01/17, 07:46']",['- Jagannath'],[': Then after 4 hours of editing']
"['22/01/17, 07:46']",['- Jagannath'],[': The program crashed']
"['22/01/17, 16:29']",['- Jagannath'],[': How is it']
"['22/01/17, 16:34']",['- Fruit'],[': Honestly it was okay']
"['22/01/17, 16:35']",['- Fruit'],[': Like the matter was okay not exiting enough']
"['22/01/17, 16:35']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/01/17, 16:36']",['- Fruit'],"["": I know u ppl did a huge job but I some how don't like it that much""]"
"['22/01/17, 16:36']",['- Jagannath'],[': Need to come up with better ideas']
"['22/01/17, 16:36']",['- Jagannath'],"["": This was suma's""]"
"['22/01/17, 16:37']",['- Fruit'],[': It was so plain']
"['22/01/17, 16:37']",['- Fruit'],[': Sorry']
"['22/01/17, 16:38']",['- Jagannath'],[': Why sorry \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/01/17, 16:38']",['- Fruit'],[': Hmm sup?']
"['22/01/17, 16:43']",['- Jagannath'],[': Match']
"['22/01/17, 16:44']",['- Fruit'],[': Ohh nice']
"['25/01/17, 01:57']",['- Jagannath'],[': SE home work']
"['25/01/17, 08:31']",['- Fruit'],[': Idk']
"['25/01/17, 20:40']",['- Fruit'],[': Brio']
"['25/01/17, 20:44']",['- Fruit'],[': Tomorrow 3bs lunch']
"['25/01/17, 20:48']",['- Fruit'],[': ']
"['25/01/17, 22:40']",['- Fruit'],[': Yooo']
"['25/01/17, 22:43']",['- Fruit'],[': Tomorrow 3bs lunch']
"['25/01/17, 23:26']",['- Jagannath'],[': K']
"['25/01/17, 23:27']",['- Fruit'],[': Or Veneto?']
"['25/01/17, 23:27']",['- Jagannath'],[': Ne istam mama']
"['25/01/17, 23:28']",['- Fruit'],[': Arey tell place vro']
"['25/01/17, 23:28']",['- Fruit'],[': U want Italian or grill?']
"['25/01/17, 23:29']",['- Jagannath'],[': Grill']
"['25/01/17, 23:30']",['- Fruit'],[': Aite 3bs']
"['26/01/17, 00:18']",['- Jagannath'],[': Okk']
"['26/01/17, 00:23']",['- Jagannath'],[': sup']
"['26/01/17, 00:24']",['- Fruit'],[': A 19 year sad soul']
"['26/01/17, 00:24']",['- Jagannath'],[': orey']
"['26/01/17, 00:24']",['- Jagannath'],[': em ayindi ipudu']
"['26/01/17, 00:24']",['- Jagannath'],[': malli sam?']
"['26/01/17, 00:25']",['- Fruit'],[': Em kale']
"['26/01/17, 00:25']",['- Fruit'],[': Inkem untadi Na lyf lo']
"['26/01/17, 00:25']",['- Jagannath'],[': -.-']
"['26/01/17, 00:25']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['26/01/17, 00:25']",['- Jagannath'],[': intents are very hard bro']
"['26/01/17, 00:26']",['- Jagannath'],[': em ardam kavatedu']
"['26/01/17, 00:26']",['- Fruit'],[': Avna']
"['26/01/17, 00:26']",['- Fruit'],[': Y u studying before sir telling']
"['26/01/17, 00:26']",['- Jagannath'],[': who sir']
"['26/01/17, 00:26']",['- Fruit'],"["": Don't become thop so fast""]"
"['26/01/17, 00:26']",['- Fruit'],[': COMP only no']
"['26/01/17, 00:26']",['- Jagannath'],"[': rey -,-']"
"['26/01/17, 00:27']",['- Jagannath'],[': android studio']
"['26/01/17, 00:27']",['- Fruit'],[': Intent is in comp no rey']
"['26/01/17, 00:27']",['- Jagannath'],[': that is interrupt']
"['26/01/17, 00:28']",['- Fruit'],[': Ohh shit']
"['26/01/17, 00:49']",['- Jagannath'],[': <Media omitted>']
"['26/01/17, 00:49']",['- Jagannath'],[': <Media omitted>']
"['26/01/17, 00:49']",['- Jagannath'],[': Intent']
"['26/01/17, 00:49']",['- Jagannath'],[': But what only it is']
"['26/01/17, 00:52']",['- Fruit'],[': Lel']
"['26/01/17, 00:53']",['- Jagannath'],[': kishan vallu to unava?']
"['26/01/17, 00:53']",['- Fruit'],[': No']
"['26/01/17, 00:53']",['- Fruit'],[': Home']
"['26/01/17, 00:55']",['- Jagannath'],[': hmm']
"['26/01/17, 12:24']",['- Fruit'],[': Chanakya Residency']
[],[],[]
[],[],[]
"['26/01/17, 22:13']",['- Fruit'],[': It was a wonderful day thanks for making it one']
"['27/01/17, 00:23']",['- Fruit'],[': Offline publicity']
"['27/01/17, 00:23']",['- Fruit'],[': Which Colgs  r u going??']
"['27/01/17, 00:23']",['- Fruit'],[': When?']
"['27/01/17, 00:23']",['- Fruit'],[': I will also come']
"['27/01/17, 00:24']",['- Fruit'],[': No work tomorrow anyway']
"['27/01/17, 00:47']",['- Jagannath'],[': Tomorrow Suma will tell']
"['27/01/17, 00:48']",['- Jagannath'],"["": I'll tell you""]"
"['27/01/17, 07:21']",['- Jagannath'],[': Classes unai kada']
"['27/01/17, 08:36']",['- Fruit'],[': Yaa']
"['27/01/17, 08:41']",['- Fruit'],[': U ppl planning to go to mvsr also ?']
"['27/01/17, 08:42']",['- Jagannath'],[': What can be covered']
"['27/01/17, 12:22']",['- Fruit'],[': Reyy mvsr has automobile']
"['27/01/17, 12:22']",['- Fruit'],[': We have to go there']
"['27/01/17, 12:34']",['- Jagannath'],[': Very far mama']
"['27/01/17, 12:35']",['- Fruit'],[': But they have automobile branch mama']
"['27/01/17, 12:35']",['- Jagannath'],[': Hmm']
"['27/01/17, 12:35']",['- Jagannath'],"["": We'll see""]"
"['27/01/17, 12:35']",['- Jagannath'],[': Where are you']
"['27/01/17, 12:35']",['- Fruit'],[': We will go tomorrow m']
"['27/01/17, 12:36']",['- Fruit'],[': Class lo']
"['27/01/17, 12:36']",['- Jagannath'],[': Data?']
"['27/01/17, 12:36']",['- Jagannath'],[': Daa ?']
"['27/01/17, 12:36']",['- Fruit'],[': Yaaa']
"['27/01/17, 12:36']",['- Jagannath'],[': Try sacrifice']
"['27/01/17, 12:36']",['- Jagannath'],[': Ask']
"['27/01/17, 12:36']",['- Fruit'],[': Boring af']
"['27/01/17, 12:36']",['- Jagannath'],[': Lol']
"['27/01/17, 12:37']",['- Fruit'],[': Hmm']
"['27/01/17, 20:34']",['- Fruit'],[': Rey yesterday u saved snaps??']
"['28/01/17, 10:30']",['- Fruit'],[': Yee Android studio works in my laptop']
"['29/01/17, 10:02']",['- Jagannath'],[': Sett']
"['29/01/17, 12:55']",['- Jagannath'],[': We need to make flow diagram for our project']
"['29/01/17, 12:55']",['- Jagannath'],[': Forgot :/']
"['29/01/17, 12:55']",['- Fruit'],[': Which']
"['29/01/17, 12:56']",['- Jagannath'],[': Mini project']
"['29/01/17, 12:56']",['- Jagannath'],[': She asked no']
"['29/01/17, 12:57']",['- Fruit'],[': Avna']
"['29/01/17, 12:58']",['- Jagannath'],[': Yes -.-']
"['29/01/17, 15:25']",['- Fruit'],[': Shitz']
"['29/01/17, 15:26']",['- Jagannath'],[': What happened']
"['29/01/17, 15:26']",['- Fruit'],[': Match is happening']
"['29/01/17, 20:21']",['- Jagannath'],[': yo']
"['29/01/17, 20:37']",['- Fruit'],[': Yo']
"['29/01/17, 20:37']",['- Fruit'],[': Send what to write']
"['29/01/17, 20:38']",['- Fruit'],[': It should be a flowchart no?']
"['29/01/17, 20:38']",['- Jagannath'],[': yes']
"['29/01/17, 20:38']",['- Fruit'],[': Hmm set']
"['29/01/17, 20:38']",['- Jagannath'],[': singal is transmitted from bus']
"['29/01/17, 20:38']",['- Jagannath'],"[': in the form of lat, long']"
"['29/01/17, 20:38']",['- Jagannath'],[': recieved and stored in a server']
"['29/01/17, 20:39']",['- Jagannath'],"["": client app access the server's data whenever user uses the app""]"
"['29/01/17, 20:39']",['- Jagannath'],[': these lat long are plotted on google maps']
"['29/01/17, 20:40']",['- Fruit'],[': Okay']
"['29/01/17, 21:53']",['- Jagannath'],[': ayinda?']
"['29/01/17, 23:00']",['- Fruit'],[': Yup jus now']
"['29/01/17, 23:00']",['- Jagannath'],[': Good']
"['29/01/17, 23:00']",['- Jagannath'],[': Print?']
"['29/01/17, 23:00']",['- Jagannath'],[': Shoe']
"['29/01/17, 23:00']",['- Jagannath'],[': Show']
"['29/01/17, 23:01']",['- Fruit'],[': <Media omitted>']
"['30/01/17, 06:27']",['- Jagannath'],[': Sett mama']
"['30/01/17, 19:37']",['- Fruit'],[': Did u ask?']
"['30/01/17, 19:37']",['- Jagannath'],[': yes yes']
"['30/01/17, 19:38']",['- Fruit'],[': So what happened?']
"['31/01/17, 23:27']",['- Jagannath'],[': How did they react ?']
"['31/01/17, 23:52']",['- Fruit'],[': Ippudu enduk chepav...Reval result ochina tarvata chepu mottam result annaru']
"['31/01/17, 23:52']",['- Fruit'],"["": Daddy leru kada so it's k""]"
"['31/01/17, 23:52']",['- Fruit'],[': Unte biscuit aipoyedi']
"['01/02/17, 02:43']",['- Jagannath'],[': Oh']
"['02/02/17, 00:58']",['- Jagannath'],[': Up?']
"['02/02/17, 07:32']",['- Fruit'],[': Yup']
"['02/02/17, 07:32']",['- Jagannath'],[': Cha -.-']
"['02/02/17, 07:32']",['- Jagannath'],[': <Media omitted>']
"['02/02/17, 07:32']",['- Jagannath'],[': Okay wait']
"['02/02/17, 07:32']",['- Fruit'],[': Yaa\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/02/17, 07:32']",['- Jagannath'],"["": I'll send one video""]"
"['02/02/17, 07:33']",['- Jagannath'],[': Straight 6 hours chesa']
"['02/02/17, 07:33']",['- Jagannath'],[': Vijay helped']
"['02/02/17, 07:41']",['- Fruit'],[': All photos ?']
"['02/02/17, 07:41']",['- Jagannath'],[': Yup']
"['02/02/17, 07:41']",['- Jagannath'],[': 400 of them']
"['02/02/17, 09:11']",['- Fruit'],[': Nice !']
"['02/02/17, 20:56']",['- Fruit'],[': Broo']
"['02/02/17, 20:59']",['- Jagannath'],[': <Media omitted>']
"['02/02/17, 22:45']",['- Fruit'],[': https://youtu.be/flra_KrXcqI']
"['02/02/17, 22:45']",['- Fruit'],[': Awesome AF asalu']
"['02/02/17, 22:46']",['- Fruit'],[': Clearly defines us']
"['02/02/17, 22:46']",['- Jagannath'],[': will watch it']
"['03/02/17, 23:51']",['- Fruit'],[': Howz dream camp ?']
"['03/02/17, 23:52']",['- Jagannath'],[': Mf']
"['03/02/17, 23:52']",['- Fruit'],[': Sett']
"['03/02/17, 23:53']",['- Jagannath'],[': <Media omitted>']
"['03/02/17, 23:53']",['- Jagannath'],[': DAA proxy Parinda?']
"['03/02/17, 23:53']",['- Jagannath'],[': Padinda']
"['03/02/17, 23:53']",['- Fruit'],[': Finished 1st week Android course moving to second week']
"['03/02/17, 23:54']",['- Fruit'],[': No']
"['03/02/17, 23:54']",['- Fruit'],[': Veyale Sai Kiran gadu']
"['03/02/17, 23:54']",['- Jagannath'],[': I asked cha du to tell Kiran']
"['03/02/17, 23:54']",['- Jagannath'],[': Mf']
"['03/02/17, 23:54']",['- Jagannath'],[': Why']
"['03/02/17, 23:54']",['- Fruit'],[': Y u removed last seen ?']
"['03/02/17, 23:54']",['- Jagannath'],[': Last seen ah']
"['03/02/17, 23:55']",['- Fruit'],[': Yaa']
"['03/02/17, 23:55']",['- Fruit'],[': Is that a video recorder and a 6D and a 7D and a 600D ?']
"['03/02/17, 23:57']",['- Jagannath'],[': Sony video recorded']
"['03/02/17, 23:57']",['- Jagannath'],[': 5D mark 3']
"['03/02/17, 23:57']",['- Jagannath'],[': 70 d']
"['03/02/17, 23:57']",['- Jagannath'],[': D5200']
"['03/02/17, 23:58']",['- Jagannath'],[': D5100']
"['03/02/17, 23:58']",['- Fruit'],[': 5D\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d']
"['03/02/17, 23:58']",['- Fruit'],[': I can only see 1 Nikon which is urs']
"['03/02/17, 23:58']",['- Jagannath'],[': Two corners Nikon']
"['04/02/17, 00:03']",['- Fruit'],[': Ohhoo']
"['04/02/17, 08:10']",['- Jagannath'],[': No college today no?']
"['04/02/17, 09:48']",['- Fruit'],[': No I guess']
"['04/02/17, 18:48']",['- Jagannath'],[': Rohan Direct CBIT.vcf (file attached)']
"['04/02/17, 18:48']",['- Fruit'],[': Okay']
"['05/02/17, 01:12']",['- Fruit'],[': Sup yo?']
"['05/02/17, 01:22']",['- Jagannath'],[': Dancing haha']
"['05/02/17, 01:24']",['- Fruit'],[': What \xf0\x9f\x98\x82']
"['05/02/17, 02:10']",['- Jagannath'],[': Mentor night']
"['05/02/17, 02:14']",['- Fruit'],[': Ohhoo']
"['05/02/17, 02:14']",['- Fruit'],[': Nicee']
"['05/02/17, 02:15']",['- Fruit'],[': Finally my comp assignment done']
"['05/02/17, 08:59']",['- Jagannath'],[': How big is it']
"['05/02/17, 09:12']",['- Fruit'],[': 12 sides']
"['05/02/17, 09:25']",['- Jagannath'],[': Less only then']
"['05/02/17, 09:25']",['- Jagannath'],[': What did you send my first']
"['05/02/17, 09:26']",['- Jagannath'],[': Direct*']
"['05/02/17, 09:26']",['- Jagannath'],[': <Media omitted>']
"['05/02/17, 09:27']",['- Fruit'],[': https://goo.gl/photos/9XNRMDmrEnVZRkcC7']
"['05/02/17, 09:27']",['- Fruit'],[': This']
"['05/02/17, 09:27']",['- Jagannath'],[': That fellow is like Anna 20 pages I cant']
"['05/02/17, 09:28']",['- Fruit'],[': Yaa that was written by those ppl rey Vasu to untaru kada girls']
"['05/02/17, 09:32']",['- Fruit'],[': They wrote every thing without thinking if it is necessary or not']
"['05/02/17, 09:49']",['- Jagannath'],[': Oho']
"['05/02/17, 18:41']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['05/02/17, 18:41']",['- Fruit'],[': <Media omitted>']
"['05/02/17, 18:44']",['- Jagannath'],[': \xf0\x9f\x98\x9b']
"['05/02/17, 18:44']",['- Jagannath'],[': 12 sides with diagrams ?']
"['05/02/17, 18:44']",['- Fruit'],[': yup']
"['05/02/17, 18:44']",['- Jagannath'],[': Ok']
"['05/02/17, 18:44']",['- Fruit'],[': u want my assignment?']
"['05/02/17, 18:44']",['- Jagannath'],[': I have text book']
"['05/02/17, 18:45']",['- Jagannath'],"["": I'll figure it out""]"
"['05/02/17, 18:45']",['- Fruit'],[': okay']
"['05/02/17, 22:15']",['- Fruit'],[': Jaggu']
"['05/02/17, 22:50']",['- Fruit'],[': https://internshala.com/graphic_design_contest?utm_source=contest&utm_medium=nativead&utm_campaign=IGDC_PUMA']
"['06/02/17, 16:20']",['- Fruit'],[': Send me that project folder']
"['06/02/17, 16:20']",['- Fruit'],[': I will upload from my laptop']
"['06/02/17, 17:19']",['- Jagannath'],[': Ok']
"['09/02/17, 18:21']",['- Jagannath'],[': <Media omitted>']
"['09/02/17, 19:51']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['09/02/17, 21:01']",['- Jagannath'],[': <Media omitted>']
"['09/02/17, 21:01']",['- Fruit'],[': Uh?']
"['09/02/17, 21:01']",['- Jagannath'],[': Important']
"['09/02/17, 21:01']",['- Fruit'],[': Ohhoo yaa okay']
"['09/02/17, 21:01']",['- Fruit'],[': All sett aa']
"['09/02/17, 21:02']",['- Jagannath'],[': Endi sett']
"['09/02/17, 21:33']",['- Fruit'],[': Jaggu']
"['09/02/17, 22:04']",['- Jagannath'],[': okay na?']
"['09/02/17, 22:27']",['- Fruit'],[': Ante?']
"['09/02/17, 22:28']",['- Jagannath'],[': that assignment']
"['09/02/17, 22:28']",['- Fruit'],[': Emo nen rayale Inka']
"['09/02/17, 22:28']",['- Fruit'],[': Ippud rasi chadvali']
"['09/02/17, 22:28']",['- Jagannath'],"["": morning i'll write""]"
"['09/02/17, 22:28']",['- Jagannath'],[': arey MP wtf test']
"['09/02/17, 22:35']",['- Fruit'],[': Hmm']
"['10/02/17, 20:18']",['- Fruit'],[': Jaggu']
"['10/02/17, 20:59']",['- Fruit'],[': <Media omitted>']
"['10/02/17, 21:00']",['- Jagannath'],[': too grainy']
"['10/02/17, 21:00']",['- Jagannath'],[': we need it for day']
"['10/02/17, 21:00']",['- Jagannath'],"["": so shouldn't be an issue""]"
"['10/02/17, 21:00']",['- Fruit'],"["": It's photo""]"
"['10/02/17, 21:00']",['- Jagannath'],[': yeah']
"['10/02/17, 21:01']",['- Fruit'],"["": Video 19 seconds it's 10 MB or something""]"
"['10/02/17, 21:01']",['- Jagannath'],[': right click on video']
"['10/02/17, 21:01']",['- Jagannath'],[': go to details']
"['10/02/17, 21:01']",['- Jagannath'],[': send screenshot']
"['10/02/17, 21:04']",['- Fruit'],[': https://drive.google.com/file/d/0B8Rznx7WqgdONktrOEpuN3VsSU0/view?usp=drivesdk']
"['10/02/17, 21:04']",['- Fruit'],[': https://drive.google.com/file/d/0B8Rznx7WqgdORWNDWVVMMUhENWs/view?usp=drivesdk']
"['10/02/17, 21:05']",['- Fruit'],[': <Media omitted>']
"['10/02/17, 21:05']",['- Fruit'],[': <Media omitted>']
"['10/02/17, 21:06']",['- Jagannath'],[': 720p sett']
"['10/02/17, 21:06']",['- Jagannath'],"["": we'll check it in daylight""]"
"['10/02/17, 21:06']",['- Fruit'],[': Hmm...But ekkuva shake avachu emo kada drone ante?']
"['10/02/17, 21:06']",['- Jagannath'],"["": it doesn't have stabilizer?""]"
"['10/02/17, 21:07']",['- Fruit'],"["": I don't think so chudali""]"
"['11/02/17, 23:38']",['- Fruit'],[': \xf0\x9f\x98\x92\xf0\x9f\x98\x92']
"['11/02/17, 23:38']",['- Fruit'],[': \xf0\x9f\x99\x84\xf0\x9f\x99\x84']
"['11/02/17, 23:38']",['- Jagannath'],[': what']
"['11/02/17, 23:38']",['- Jagannath'],[': dude']
"['11/02/17, 23:38']",['- Jagannath'],[': nuvvu cheppy']
"['11/02/17, 23:39']",['- Jagannath'],[': should I or not?']
"['11/02/17, 23:39']",['- Fruit'],[': How the fuck did u get those photos?']
"['11/02/17, 23:40']",['- Jagannath'],[': I have no idea']
"['11/02/17, 23:40']",['- Jagannath'],[': Eswar posted them']
"['11/02/17, 23:40']",['- Fruit'],[': \xf0\x9f\x98\x92']
"['11/02/17, 23:42']",['- Jagannath'],[': Nijam be']
"['11/02/17, 23:43']",['- Fruit'],[': Okay die']
"['11/02/17, 23:43']",['- Jagannath'],[': Rey Nigam Ra']
"['11/02/17, 23:43']",['- Jagannath'],[': How would I']
"['11/02/17, 23:44']",['- Jagannath'],[': Btw Friday event ki with what can you help']
"['11/02/17, 23:44']",['- Jagannath'],[': <Media omitted>']
"['11/02/17, 23:44']",['- Fruit'],"["": Am fucking pissed don't fucking ask me any questions now""]"
"['11/02/17, 23:45']",['- Fruit'],"["": I don't know what will I tell""]"
"['11/02/17, 23:45']",['- Jagannath'],"["": Rey I didn't do anything""]"
"['11/02/17, 23:50']",['- Jagannath'],"["": Listen I'd never do shit like that""]"
"['11/02/17, 23:51']",['- Jagannath'],"["": I respect other's privacy""]"
"['11/02/17, 23:53']",['- Fruit'],[': I know']
"['12/02/17, 00:25']",['- Fruit'],[': I know what happened !']
"['12/02/17, 00:25']",['- Jagannath'],[': Wut']
"['12/02/17, 00:26']",['- Fruit'],[': My photos for synked into Cbit.ith1 accnt']
"['12/02/17, 00:26']",['- Fruit'],[': Photos']
"['12/02/17, 00:26']",['- Fruit'],[': I mean Google photos accnt']
"['12/02/17, 00:27']",['- Fruit'],[': So when Eswar changed his Google to Cbit.ith1 he got them']
"['12/02/17, 00:27']",['- Fruit'],[': \xf0\x9f\x98\x93\xf0\x9f\x98\x93']
"['12/02/17, 00:33']",['- Jagannath'],[': \xf0\x9f\x98\x93']
"['12/02/17, 00:34']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['12/02/17, 00:48']",['- Jagannath'],[': Up?']
"['12/02/17, 01:48']",['- Jagannath'],[': *Registrations* Akhila and Sarfraz']
[],[],[]
[],[],[]
[],[],[]
[],[],[]
[],[],[]
"['12/02/17, 01:48']",['- Jagannath'],[': This is the core for the event']
"['12/02/17, 01:48']",['- Jagannath'],"[': An issues, speak up.']"
"['12/02/17, 01:48']",['- Jagannath'],[': Additionally we can have 2 volunteers from CPC or carpediem for crowd management']
"['12/02/17, 02:08']",['- Fruit'],[': Okay anything is fine']
"['12/02/17, 02:08']",['- Jagannath'],[': Cool']
"['12/02/17, 02:08']",['- Jagannath'],[': Sup']
"['12/02/17, 02:09']",['- Fruit'],[': Em le']
"['12/02/17, 02:09']",['- Fruit'],[': Bored']
"['12/02/17, 02:09']",['- Jagannath'],[': Sleep']
"['12/02/17, 02:09']",['- Fruit'],[': What rey still up?']
"['12/02/17, 02:09']",['- Jagannath'],"["": Can't sleep""]"
"['12/02/17, 02:09']",['- Fruit'],"["": It's 2 in the morning""]"
"['12/02/17, 02:10']",['- Fruit'],[': Y??']
"['12/02/17, 02:10']",['- Jagannath'],[': I slept in the afternoon \xf0\x9f\x98\x82']
"['12/02/17, 02:10']",['- Fruit'],[': Me too']
"['12/02/17, 02:11']",['- Jagannath'],[': What did you complete']
"['12/02/17, 02:11']",['- Jagannath'],[': Mids ke liye']
"['12/02/17, 02:11']",['- Fruit'],[': Java koncham']
"['12/02/17, 02:11']",['- Fruit'],[': Ante']
"['12/02/17, 02:11']",['- Fruit'],[': Tomorrow I will start prp']
"['12/02/17, 02:11']",['- Fruit'],[': Then night ko Java I will']
"['12/02/17, 02:12']",['- Jagannath'],"["": Morning I'll do have then pro""]"
"['12/02/17, 02:12']",['- Jagannath'],[': Prp']
"['12/02/17, 02:12']",['- Jagannath'],[': Tell me']
"['12/02/17, 02:12']",['- Jagannath'],[': Should I apply?']
"['12/02/17, 02:13']",['- Fruit'],[': Full work u will have']
"['12/02/17, 02:13']",['- Fruit'],[': But if u apply you willbe selected easily']
"['12/02/17, 02:13']",['- Jagannath'],[': Not really']
"['12/02/17, 02:14']",['- Jagannath'],[': Competition gattiga undi kada']
"['12/02/17, 02:15']",['- Fruit'],[': Yaa but u can help with design and logistics very nicely kada']
"['12/02/17, 02:15']",['- Fruit'],[': So they know u can deliver ani']
"['12/02/17, 02:15']",['- Fruit'],[': Others they have to trust them ']
[],[],[]
"['12/02/17, 02:15']",['- Jagannath'],[': Hmm']
"['12/02/17, 02:16']",['- Jagannath'],[': Soumith ki chance unda?']
"['12/02/17, 02:16']",['- Fruit'],[': Undachu koncham']
"['12/02/17, 02:16']",['- Fruit'],[': But he is not reliable']
"['12/02/17, 02:16']",['- Jagannath'],[': 12 backs']
"['12/02/17, 02:16']",['- Jagannath'],[': Vijay Aashrith have good chance']
"['12/02/17, 02:16']",['- Jagannath'],[': Sriraj too']
"['12/02/17, 02:16']",['- Fruit'],[': Ohh Aite kastam']
"['12/02/17, 02:17']",['- Jagannath'],[': Cause accom']
"['12/02/17, 02:17']",['- Fruit'],[': Aashrith only if akshita pushes him']
"['12/02/17, 02:17']",['- Fruit'],[': Vijay idk not much']
"['12/02/17, 02:17']",['- Fruit'],"["": Because it's just 2 ppl from a lot of ppl""]"
"['12/02/17, 02:18']",['- Fruit'],[': They also need someone wid paisa']
"['12/02/17, 02:18']",['- Jagannath'],[': Yeah']
"['12/02/17, 02:18']",['- Jagannath'],[': Srikanth is applying']
"['12/02/17, 02:19']",['- Fruit'],"["": Hmm Srikanth is also same like we don't know if he will work""]"
"['12/02/17, 02:19']",['- Jagannath'],[': But has paisa']
"['12/02/17, 02:20']",['- Fruit'],[': See someone like Rednam has to be replaced']
"['12/02/17, 02:20']",['- Fruit'],[': Rednam has paisa and contacts and he will work for sure']
"['12/02/17, 02:20']",['- Jagannath'],[': Hard to find that combo']
"['12/02/17, 02:21']",['- Fruit'],"["": Ya that's y full interview untadi gaa""]"
"['12/02/17, 02:21']",['- Fruit'],[': To see their dedication']
"['12/02/17, 02:22']",['- Jagannath'],[': So only two spots are there']
"['12/02/17, 02:22']",['- Fruit'],[': Himanshoo interview 4 hrs']
"['12/02/17, 02:22']",['- Jagannath'],[': One is fixed already no']
"['12/02/17, 02:22']",['- Fruit'],[': Ya']
"['12/02/17, 02:22']",['- Fruit'],"["": Mostly if there's a cc then Aashlesha is in it""]"
"['12/02/17, 02:22']",['- Jagannath'],[': Tejaswie has craze changes']
"['12/02/17, 02:22']",['- Fruit'],[': Ya she will work properly']
"['12/02/17, 02:23']",['- Jagannath'],"["": She's a sure shot I think""]"
"['12/02/17, 02:23']",['- Fruit'],[': Probably she can replace Kunal']
"['12/02/17, 02:23']",['- Jagannath'],[': Yeah so the money guy is left now']
"['12/02/17, 02:24']",['- Jagannath'],[': It went horrible anta']
"['12/02/17, 02:24']",['- Fruit'],[': Obviously\xf0\x9f\x98\x82']
"['12/02/17, 02:24']",['- Fruit'],[': Meera was least 1 hr 20']
"['12/02/17, 02:25']",['- Jagannath'],[': Who do you think will become sex gen']
"['12/02/17, 02:25']",['- Jagannath'],[': Sec*']
"['12/02/17, 02:25']",['- Fruit'],"["": Can't tell it's mujs decision""]"
"['12/02/17, 02:25']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['12/02/17, 02:25']",['- Jagannath'],[': \xf0\x9f\x98\x9d']
"['12/02/17, 02:25']",['- Fruit'],[': Inka harsh only']
"['12/02/17, 02:25']",['- Fruit'],[': Or avte Suraj']
"['12/02/17, 02:26']",['- Fruit'],[': But harsh is working his ass off']
"['12/02/17, 02:26']",['- Jagannath'],[': Harsh only']
"['12/02/17, 02:26']",['- Fruit'],[': Yaa']
"['12/02/17, 02:26']",['- Jagannath'],"["": Suraj doesn't have management skills""]"
"['12/02/17, 02:27']",['- Fruit'],[': Hmm...']
"['12/02/17, 02:27']",['- Jagannath'],[': Meera USG']
"['12/02/17, 02:27']",['- Jagannath'],[': Or DSG']
"['12/02/17, 02:27']",['- Fruit'],"["": Dsg I don't think so""]"
"['12/02/17, 02:27']",['- Jagannath'],[': Revanth maybe then']
"['12/02/17, 02:27']",['- Fruit'],[': USG only']
"['12/02/17, 02:27']",['- Fruit'],"["": Rev didn't apply""]"
"['12/02/17, 02:28']",['- Jagannath'],[': Cause harsh and Revanth have good rapport']
"['12/02/17, 02:28']",['- Jagannath'],[': Wtf']
"['12/02/17, 02:28']",['- Jagannath'],[': Who else is there then']
"['12/02/17, 02:28']",['- Fruit'],[': Himu Suraj meera']
"['12/02/17, 02:29']",['- Jagannath'],[': What only']
"['12/02/17, 02:29']",['- Fruit'],[': Yaa that only is left']
"['12/02/17, 02:30']",['- Jagannath'],[': Hmm']
"['12/02/17, 02:30']",['- Fruit'],[': So what up with Anjana these days ?']
"['12/02/17, 02:32']",['- Jagannath'],[': Haha']
